2025 trek up the tower single                                   ,,,,,
  567   434,NATE RIGGLE,36,M    ,   29/ 67 12,:50         
  568    53,CODY FOUTS,26,M,       22/4   12,:51          
  569   183,TRACI HENKE,48,F    ,   68/  8 12,:52         
  570   145,KELSEY EASTMAN,32,F,   4/ 124 12,:54      
  571 VM18I,DOUGLAS LEE,64,M    ,   51/  3 12,:54         
  572   480,SILVIA VALENCIA,49,F,   69/98  12,:58     
  573   348,PAUL FREDERICK,40,M,   7/ 98  12,:59      
  574   469,RACHEL ZAHN,51,F    ,   32/  8 13,:01         
  575   331,LAURA CHAVEZ PETIT,36,F    75/124 13,  2  ,
  576 VM19F,KATARZYNA LEWANDOWSK,39F,    76/124 1,:0 3,
  577 VM34D,TABITHA UBBINGA,36,F,   77/124 13,:04     
  578 VM22D,CONNOR O'BRIEN,33,M,   0/ 167 13,:05      
  579   234,HOLLY NIGHSWONGER,58,F,   33/58  13,:  7  
  580   327,DIANA BRUGUERA,36,F,   8/ 124 13,:07      
  581 VM20C,CLAIRE MARKHAM,36,F,   9/ 124 13,:08      
  582    60,CONNER PETERSEN,21,M,   23/41  13,:09     
  583 VM20B,CLAIRE MARKHAM,36,F,   0/ 124 13,:09      
  584   156,JEANNA GARGARELLA,49,F,   70/98  13,:  9  
  585 VM33D,PAXTON UBBINGA,39,M,   1/ 167 13,:10      
  586 VM18C,DOUGLAS LEE,64,M    ,   52/  3 13,:12         
  587 VM37H,LESLIE GORDON,45,F,   7/9 8  13,:12       
  588   146,EMILY EGGAR,23,F    ,   26/  3 13,:14         
  589 VM35C,ZIVADIN ZIVKOVIC,59,M,  7 4/120 13,:1     
  590 VM36F,MARK ADAMSON,69,    M,   53 63  13,:15        
  591    73,DAVID TYMA,36,M,       32/1  713,:16          
  592    59,JORDAN PECHAR,27,M,   2/4 1  13,:18       
  593   277,STEFANIE SHANAHAN,52,F,   34/58  13,:  8  
  594   465,TYLER WEGNER,34,    M,   33 167 13,:19        
  595 VM22G,CONNOR O'BRIEN,33,M,   4/ 167 13,:20      
  596   299,HANNA VOGEL,26,F    ,   27/  3 13,:20         
  597   328,CHRISTINA BUSCHER,37,F,   81/124 13,:  1  
  598 VM19H,KATARZYNA LEWANDOWSK,39F,    82/124 1,:2 1,
  599 VM18D,DOUGLAS LEE,64,M    ,   54/  3 13,:21         
  600 VM37K,LESLIE GORDON,45,F,   7/9 8  13,:22       
  601 VM33G,PAXTON UBBINGA,39,M,   5/ 167 13,:24      
  602   374,NANCI JAIMES,25,    F,   28 53  13,:24        
  603   273,CHELSEA SCHMITT,36,F,   83/124 13,:25     
  604 VM34G,TABITHA UBBINGA,36,F,   84/124 13,:26     
  605 VM39J,LEM SHEARD,45,M,       88/9   13,:29          
  606 VM21G,TRAVIS MOOD,56,M    ,   75/ 20 13,:30         
  607   141,KASSIDY DOWTY,27,F,   2/5 3  13,:31       
  608   272,ANDREW SCHMITT,38,M,   6/ 167 13,:32      
  609   129,LISA CARSTENSEN,43,F,   73/98  13,:32     
  610   178,SHEILA HATCHER,59,F,   5/ 58  13,:32      
  611 VM21I,TRAVIS MOOD,56,M    ,   76/ 20 13,:34         
  612   128,CHAD CARSTENSEN,43,M,   89/98  13,:34     
  613    70,NATE SPATH,43,M,       90/9   13,:35          
  614 VM16D,MICHAEL KUSSATZ,53,M,   77/120 13,:35     
  615   118,JERRY BRASE,37,M    ,   37/ 67 13,:35         
  616    63,DAN WILEY,26,M,       25/41 1 3,:36           
  617 VM33F,PAXTON UBBINGA,39,M,   8/ 167 13,:36      
  618 VM34F,TABITHA UBBINGA,36,F,   85/124 13,:36     
  619 VM22F,CONNOR O'BRIEN,33,M,   9/ 167 13,:37      
  620    55,GEORGE LEE,31,M,       40/1  713,:38          
  621 VM20D,CLAIRE MARKHAM,36,F,   6/ 124 13,:38      
  622  VM2A,RICHARD ANDREWS,75,M,   2 /14  13,:38     
  623   124,JEFF CARDER,58,M    ,   78/ 20 13,:40         
  624 VM20E,CLAIRE MARKHAM,36,F,   7/ 124 13,:40      
  625   121,ZORY CACHO,51,F,       36/5   13,:42          
  626   377,LOIS JENSEN,67,F    ,    8/  3 13,:42         
  627 VM37I,LESLIE GORDON,45,F,   7/9 8  13,:43       
  628 VM37J,LESLIE GORDON,45,F,   7/9 8  13,:43       
  629 VM19G,KATARZYNA LEWANDOWSK,39F,    88/124 1,:4 4,
  630 VM18G,DOUGLAS LEE,64,M    ,   55/  3 13,:44         
  631 VM18J,DOUGLAS LEE,64,M    ,   56/  3 13,:44         
  632 VM44K,JORGE HERNANDEZ,32,M,   41/167 13,:46     
  633   415,LINN NORTON,65,F    ,    9/  3 13,:47         
  634   125,SHAWN CARDER,55,    F,   37 58  13,:47        
  635   396,DAVID LESAC,46,M    ,   91/  8 13,:48         
  636    62,NICK THOREEN,51,    M,   79 120 13,:49        
  637   337,TANYA DOUGLAS,43,F,   7/9 8  13,:50       
  638   466,TIM WEILER,62,M,       57/6   13,:51          
  639 VM18E,DOUGLAS LEE,64,M    ,   58/  3 13,:51         
  640 VM18H,DOUGLAS LEE,64,M    ,   59/  3 13,:51         
  641 VM20F,CLAIRE MARKHAM,36,F,   9/ 124 13,:53      
  642 VM18F,DOUGLAS LEE,64,M    ,   60/  3 13,:55         
  643 VM21J,TRAVIS MOOD,56,M    ,   80/ 20 13,:55         
  644    71,JASON STERBA,43,    M,   92 98  13,:56        
  645   114,JESS BOLTER,43,F    ,   77/  8 13,:57         
  646 VM16F,MICHAEL KUSSATZ,53,M,   81/120 13,:59     
  647 VM22E,CONNOR O'BRIEN,33,M,   2/ 167 14,:01      
  648 VM32I,RYAN THURMAN,36,    M,   43 167 14,:01        
  649   143,JENNY EACKER,26,    F,   30 53  14,:02        
  650 VM22H,CONNOR O'BRIEN,33,M,   4/ 167 14,:03      
  651   324,KELLY BRILEY,53,    F,   38 58  14,:03        
  652    67,DJ ROSHONE,41,M,       93/9   14,:04          
  653 VM21H,TRAVIS MOOD,56,M    ,   82/ 20 14,:08         
  654 VM33E,PAXTON UBBINGA,39,M,   5/ 167 14,:09      
  655 VM16E,MICHAEL KUSSATZ,53,M,   83/120 14,:11     
  656 VM34E,TABITHA UBBINGA,36,F,   90/124 14,:13     
  657   109,JULIE BEENE,53,F    ,   39/  8 14,:13         
  658   355,CAMILLE GREGORY,48,F,   78/98  14,:15     
  659 VM20H,CLAIRE MARKHAM,36,F,   1/ 124 14,:19      
  660    78,ROSALINDA PEREZ,38,F,   92/124 14,:21     
  661    79,KIERA STANBACK,26,F,   1/ 53  14,:24      
  662  VM7G,LAUREN DOESCHOT,28,F,   32/53  14,:25     
  663 VM22I,CONNOR O'BRIEN,33,M,   6/ 167 14,:27      
  664 VM35E,ZIVADIN ZIVKOVIC,59,M,  8 4/120 14,:2     
  665   228,KIM MORSE,54,F,       40/58 1 4,:28           
  666 VM19J,KATARZYNA LEWANDOWS,39,,    93/124 14:28  ,
  667 VM20G,CLAIRE MARKHAM,36,F,   4/ 124 14,:29      
  668 VM38B,JOAQUIN MADRUGA WALD,27M,    26/41  1,:3 1,
  669 VM19K,KATARZYNA LEWANDOWS,39,,    95/124 14:31  ,
  670 VM15C,MIKE KINNEY,52,M    ,   85/ 20 14,:31         
  671 VM15D,MIKE KINNEY,52,M    ,   86/ 20 14,:34         
  672 VM35D,ZIVADIN ZIVKOVIC,59,M,  8 7/120 14,:3     
  673 VM34H,TABITHA UBBINGA,36,F,   96/124 14,:36     
  674 VM16H,MICHAEL KUSSATZ,53,M,   88/120 14,:36     
  675    51,MIKE DENNY,36,M,       47/1  714,:37          
  676  VM6C,JIM COLLISON,56,    M,   89 120 14,:38        
  677  VM6D,JIM COLLISON,56,    M,   90 120 14,:40        
  678 VM16G,MICHAEL KUSSATZ,53,M,   91/120 14,:40     
  679 VM32J,RYAN THURMAN,36,    M,   48 167 14,:40        
  680   481,BRANDON WEIS,31,    M,   49 167 14,:42        
  681   238,NICHOLAS OPDAHL,34,M,   50/167 14,:42     
  682   318,CORTNEY BETTCHER,34,F,  9 7/124 14,:4     
  683   249,CASSIE PYLE,28,F    ,   33/  3 14,:42         
  684 VM22J,CONNOR O'BRIEN,33,M,   1/ 167 14,:49      
  685 VM18K,DOUGLAS LEE,64,M    ,   61/  3 14,:51         
  686  VM2B,RICHARD ANDREWS,75,M,   3 /14  14,:52     
  687 VM33H,PAXTON UBBINGA,39,M,   2/ 167 14,:54      
  688  VM7H,LAUREN DOESCHOT,28,F,   34/53  14,:54     
  689 VM38E,JOAQUIN MADRUGA WALD,27M,    27/41  1,:5 8,
  690   136,JOHN DAVISON,64,    M,   62 63  14,:59        
  691 VM39K,LEM SHEARD,45,M,       94/9   14,:59          
  692 VM33I,PAXTON UBBINGA,39,M,   3/ 167 15,:00      
  693 VM15E,MIKE KINNEY,52,M    ,   92/ 20 15,:03         
  694 VM15B,MIKE KINNEY,52,M    ,   93/ 20 15,:04         
  695 VM15F,MIKE KINNEY,52,M    ,   94/ 20 15,:07         
  696 VM20I,CLAIRE MARKHAM,36,F,   8/ 124 15,:08      
  697  VM6E,JIM COLLISON,56,    M,   95 120 15,:09        
  698   335,ANETH DE LA VEGA,47,F,  7 9/98  15,:0     
  699   103,WENDY AUSTIN,42,    F,   80 98  15,:10        
  700 VM15I,MIKE KINNEY,52,M    ,   96/ 20 15,:10         
  701  VM6F,JIM COLLISON,56,    M,   97 120 15,:10        
  702   170,AMY HALL,32,F,       99/124 15,:10            
  703  VM6B,JIM COLLISON,56,    M,   98 120 15,:13        
  704 VM34I,TABITHA UBBINGA,36,F,    0/124 15,:13     
  705 VM20J,CLAIRE MARKHAM,36,F,   1/ 124 15,:18      
  706   351,NOE GARCIA,51,M,       99/1  015,:19          
  707   270,TANYA MARTIN,47,    F,   81 98  15,:20        
  708 VM20K,CLAIRE MARKHAM,36,F,   2/ 124 15,:22      
  709 VM38D,JOAQUIN MADRUGA WALD,27M,    28/41  1,:2 2,
  710   259,CLAUDIA REUTZEL,50,F,   41/58  15,:23     
  711 VM38F,JOAQUIN MADRUGA WALD,27M,    29/41  1,:2 4,
  712   311,JULIE ADAMSON,60,F,   1/1 3  15,:24       
  713   343,DONNA EDMONDS,36,F,   0/1 24 15,:27       
  714 VM21K,TRAVIS MOOD,56,M    ,   00/ 20 15,:28         
  715   105,JILL BANASZAK,45,F,   8/9 8  15,:30       
  716  VM6I,JIM COLLISON,56,    M,   01 120 15,:33        
  717   211,KRIN MACKIN,41,F    ,   83/  8 15,:34         
  718   177,SHANE HATCHER,37,M,   5/1 67 15,:35       
  719   226,JAN MOORE,55,F,       42/58 1 5,:36           
  720 VM35F,ZIVADIN ZIVKOVIC,59,M,  0 2/120 15,:3     
  721   330,BRANDI CARPENTER,31,F,  0 4/124 15,:4     
  722  VM7K,LAUREN DOESCHOT,28,F,   35/53  15,:41     
  723 VM15H,MIKE KINNEY,52,M    ,   03/ 20 15,:41         
  724   289,JOHN THOMAS,37,M    ,   55/ 67 15,:43         
  725  VM6H,JIM COLLISON,56,    M,   04 120 15,:44        
  726   321,HOPE BLOMENBERG,24,F,   36/53  15,:48     
  727  VM6J,JIM COLLISON,56,    M,   05 120 15,:48        
  728   176,BAILEY HATCHER,30,F,   5/ 124 15,:48      
  729   163,ANDREA GOY,48,F,       84/9   15,:50          
  730 VM38G,JOAQUIN MADRUGA WALD,27M,    30/41  1,:5 4,
  731 VM38K,JOAQUIN MADRUGA WAL,27,,    31/41  15:55  ,
  732 VM15G,MIKE KINNEY,52,M    ,   06/ 20 16,:01         
  733   344,TIM ENCK,73,M,        4/14  16,:01            
  734  VM6G,JIM COLLISON,56,    M,   07 120 16,:06        
  735   467,PAULA WELCH,45,F    ,   85/  8 16,:15         
  736   433,OLIVIA REININGER,33,F,  0 6/124 16,:1     
  737   253,SARAH REINHOLZ,31,F,   7/ 124 16,:19      
  738 VM22K,CONNOR O'BRIEN,33,M,   6/ 167 16,:20      
  739 VM38H,JOAQUIN MADRUGA WALD,27M,    32/41  1,:2 0,
  740 VM33J,PAXTON UBBINGA,39,M,   7/ 167 16,:21      
  741 VM34J,TABITHA UBBINGA,36,F,    8/124 16,:21     
  742   248,RORY PRUESS,55,M    ,   08/ 20 16,:22         
  743   350,ABRIL GARCIA,51,    F,   43 58  16,:22        
  744   243,TRUMAN PIPPERT,25,M,   3/ 41  16,:23      
  745   367,PAM HOPKINS,56,F    ,   44/  8 16,:24         
  746   346,KIMBERLY FRANCAVILLA,59F,    45/58  1,:2 5,
  747   247,CHRISTIN PRUESS,56,F,   46/58  16,:28     
  748 VM11A,DAYTON HEADLEE,39,M,   8/ 167 16,:29      
  749   307,ALISHA YOUNG,55,    F,   47 58  16,:30        
  750   224,MICHAEL MISENSOL,33,M,  5 9/167 16,:3     
  751   412,KEN MCQUADE,54,M    ,   09/ 20 16,:36         
  752  VM7J,LAUREN DOESCHOT,28,F,   37/53  16,:37     
  753  VM7I,LAUREN DOESCHOT,28,F,   38/53  16,:39     
  754 VM34K,TABITHA UBBINGA,36,F,    9/124 16,:43     
  755 VM33K,PAXTON UBBINGA,39,M,   0/ 167 16,:43      
  756   430,JESSICA RANGEL,47,F,   6/ 98  16,:45      
  757   413,SAMA MEHTA,26,F,       39/5   16,:45          
  758   320,SPENCER BLACK,38,M,   6/1 67 16,:45       
  759 VM38C,JOAQUIN MADRUGA WALD,27M,    34/41  1,:4 5,
  760 VM16I,MICHAEL KUSSATZ,53,M,   10/120 16,:46     
  761 VM32K,RYAN THURMAN,36,    M,   62 167 16,:47        
  762   397,DORINDA LIDDICK,49,F,   87/98  16,:47     
  763   493,SKYLAR AULTMAN,17,F,   2/ 2   16,:48      
  764  VM6K,JIM COLLISON,56,    M,   11 120 16,:48        
  765 VM35G,ZIVADIN ZIVKOVIC,59,M,  1 2/120 16,:4     
  766   339,RICHARD DUTCHER,50,M,   13/120 16,:53     
  767   213,DANE MASSEY,27,M    ,   35/  1 17,:01         
  768   293,ANDREA TOVAR,24,    F,   40 53  17,:01        
  769 VM16J,MICHAEL KUSSATZ,53,M,   14/120 17,:10     
  770   423,ANNE PETERSON,46,F,   8/9 8  17,:15       
  771 VM38I,JOAQUIN MADRUGA WALD,27M,    36/41  1,:1 5,
  772   241,PETER PARKERT,74,M,    /1 4  17,:15       
  773   455,KERI TAYLOR,49,F    ,   89/  8 17,:18         
  774  VM2C,RICHARD ANDREWS,75,M,   6 /14  17,:19     
  775   482,SARA KUEBLER,46,    F,   90 98  17,:22        
  776   240,MEL PALMER,53,F,       48/5   17,:24          
  777   180,DIANE HAWKINS,60,F,   1/1 3  17,:26       
  778 VM35H,ZIVADIN ZIVKOVIC,59,M,  1 5/120 17,:4     
  779   385,ERIC KINGERY,41,    M,   95 98  17,:51        
  780   191,AMBER HUTCHINSON,44,F,  9 1/98  17,:5     
  781   227,KLOEE MORGAN,23,    F,   41 53  17,:56        
  782   395,ELISHA LEACH,31,    F,   10 124 17,:59        
  783   332,REBEKAH CHRISTENSEN,38,,    11/124 18:08  ,
  784 VM38J,JOAQUIN MADRUGA WAL,27,,    37/41  18:08  ,
  785   144,LAURIE EACKER,52,F,   4/5 8  18,:10       
  786   115,BRIAN BONIFANT,54,M,   6/ 120 18,:12      
  787   314,JOHN ANGEL,28,M,       38/4   18,:12          
  788   384,KYLA KERN,27,F,       42/53 1 8,:13           
  789   101,KARI ALLGIRE,50,    F,   50 58  18,:22        
  790   435,AJA ROCKWELL,33,    F,   12 124 18,:29        
  791  VM2D,RICHARD ANDREWS,75,M,   7 /14  18,:32     
  792   283,SHARIEE SMITH,50,F,   5/5 8  18,:33       
  793   366,VERONICA HILL,30,F,   1/1 24 18,:41       
  794   309,TYLER YOUNG,33,M    ,   63/ 67 18,:56         
  795  VM2E,RICHARD ANDREWS,75,M,   8 /14  18,:57     
  796   308,LAUREN YOUNG,33,    F,   14 124 19,:05        
  797 VM35I,ZIVADIN ZIVKOVIC,59,M,  1 7/120 19,:1     
  798 VM16K,MICHAEL KUSSATZ,53,M,   18/120 19,:16     
  799   400,LORI LONG,60,F,       12/13 1 9,:20           
  800   233,CARRIE NIFFENEGGER,28,F    43/53  19, 22  ,
  801   472,TIFFANY CANIGLIA,37,F,  1 5/124 19,:2     
  802   262,ELIZABETH ROUSE,25,F,   44/53  19,:29     
  803   229,JEANA MOSLEY,29,    F,   45 53  19,:29        
  804   392,JULIE KRUCKEBERG,60,F,  1 3/13  19,:3     
  805   454,KRISTEN STIEREN,39,F,   16/124 19,:32     
  806   487,EMMA BUCKINGHAM,26,F,   46/53  19,:36     
  807 VM11C,DAYTON HEADLEE,39,M,   4/ 167 19,:37      
  808   251,GRACE RASMUSSEN,26,F,   47/53  19,:41     
  809   459,ALEXA TOMAIR,34,    F,   17 124 19,:51        
  810 VM11B,DAYTON HEADLEE,39,M,   5/ 167 20,:20      
  811   230,AMBER NANCE,40,F    ,   92/  8 20,:26         
  812   280,MARISSA SMITH,29,F,   4/5 3  20,:39       
  813  VM2F,RICHARD ANDREWS,75,M,   9 /14  20,:40     
  814   356,KATRINA GUTHRIE,51,F,   52/58  20,:41     
  815  VM2K,RICHARD ANDREWS,75,M,   10/14  20,:41     
  816   453,NICHOLE SMALL,42,F,   9/9 8  20,:42       
  817   298,CATHERINE VESETH,25,F,  4 9/53  20,:4     
  818  VM2H,RICHARD ANDREWS,75,M,   11/14  20,:58     
  819  VM2G,RICHARD ANDREWS,75,M,   12/14  21,:06     
  820  VM2I,RICHARD ANDREWS,75,M,   13/14  21,:21     
  821   456,RACHEL TAYLOR,29,F,   5/5 3  21,:27       
  822   463,TIFFANY WALLACE,35,F,   18/124 21,:29     
  823   349,CAREY FRIESEN,62,M,   6/6 3  21,:34       
  824   505,TRACY DALEY,52,F    ,   53/  8 21,:38         
  825   371,KALVIN HURLBERT,36,M,   66/167 21,:38     
  826  VM2J,RICHARD ANDREWS,75,M,   14/14  21,:52     
  827   264,TINA ROYLE,54,F,       54/5   21,:56          
  828   265,NICHOLAS ROYLE-BENAK,29M,    39/41  2,:5 6,
  829   443,CHERYL SANTO,58,    F,   55 58  22,:04        
  830   278,DEBBIE SINKEVICH,53,F,  5 6/58  22,:3     
  831   292,BOBBIE JO TOSTENSON,55,,    57/58  23:20  ,
  832   500,JOSH KIMPSTON,39,M,   6/1 67 23,:27       
  833   442,STEPHANIE SANCHEZ VEG,3,F ,   19/124 3,: 3 3
  834   148,HAYLEY ELSHIRE,29,F,   1/ 53  23,:36      
  835   357,DAWN HAIN,54,F,       58/58 2 4,:21           
  836   160,ASHLEY GLADDEN,26,F,   2/ 53  24,:23      
  837   246,TRAYLEE PRAK,29,    M,   40 41  25,:12        
  838   245,SLOANE PRAK,28,F    ,   53/  3 25,:21         
  839   502,LINDSEY NESSELROTTE,37,,    20/124 25:48  ,
  840   503,AMBER ROBERTS,43,F,   9/9 8  25,:50       
  841 VM35J,ZIVADIN ZIVKOVIC,59,M,  1 9/120 26,:4     
  842   323,COURTNEY BREWER,39,F,   21/124 28,:00     
  843    57,ZACH LUCAS,28,M,       41/4   28,:04          
  844   504,JILL WESTCOTT,45,F,   9/9 8  28,:35       
  845   252,ASHLEY REID,32,F    ,   22/ 24 28,:39         
  846 VM35K,ZIVADIN ZIVKOVIC,59,M,  2 0/120 30,:0     
  847    58,NICK OLESON,41,M    ,   96/  8 31,:08         
  848   501,MINDY KIMPSTON,40,F,   6/ 98  31,:59      
  849   461,RYAN UNDERWOOD,41,M,   7/ 98  32,:29      
  850   440,AZUCENA SAAVEDRA,39,F,  2 3/124 33,:0     
  851   192,JONATHAN IMMS,47,M,   9/9 8  36,:24       
  852   131,SARAH CHAMBERLIN,49,F,  9 7/98  45,:4     
  853   486,KATIE BADGER,41,    F,   98 98  47,:18        
  854   488,LAURA LEATHERWOOD,30,F,   24/124 47,:  1  
